pig_id,flying,flyhour,kids6,kids18,age,educ,flywage,spouseage,spouseeduc,spousewage,faminc,taxrate,momeduc,dadeduc,exp,otherfaminc,logwage,expsq
257,1,270,1,3,35,13,1.4815,41,17,8.8865,25780,0.6615,7,16,6,25.38,0.3930551,36
258,1,660,1,0,53,12,3.6364,59,12,6.3636,20675,0.7215,7,12,24,18.27498,1.290994,576
259,1,1000,0,3,32,12,1,46,16,17.728,40213,0.5515,12,7,1,39.213,0,1
260,1,1920,0,3,38,10,2.6042,42,10,5.2923,15500,0.7215,12,7,13,10.49994,0.9571255,169
261,1,200,0,0,54,12,1.75,54,16,15.686,35207,0.5815,7,12,3,34.857,0.5596158,9
262,1,1500,0,1,47,17,4.8,58,8,5.2423,35702,0.5515,10,12,10,28.502,1.568616,100
263,1,868,0,1,45,15,5.53,47,14,3.0395,17800,0.7215,14,12,16,12.99996,1.710188,256
264,1,2318,0,1,47,16,4.0984,46,16,16.745,50900,0.4915,16,16,9,41.39991,1.410597,81
265,1,2000,0,0,59,10,1.25,60,12,3.75,17280,0.6915,7,7,19,14.78,0.2231435,361
266,1,60,0,1,32,11,1.6667,31,12,5.814,15150,0.7215,10,9,4,15.05,0.5108456,16
267,1,1715,0,1,45,12,3.7901,49,17,10.833,36200,0.5815,7,7,10,29.69998,1.332392,100
268,1,550,0,4,40,12,2.3636,47,12,9.0029,17465,0.7215,14,12,5,16.16502,0.8601859,25
269,1,1960,0,2,47,14,10.204,50,12,6.54,45205,0.61,14,12,7,25.20516,2.32278,49
270,1,44,1,2,36,16,6.8182,37,17,5.9783,14500,0.7515,12,10,3,14.2,1.919595,9
271,1,1920,0,0,56,14,7.2146,56,14,8.6248,32011,0.5815,7,7,38,18.15897,1.976107,1444
272,1,2540,0,1,41,8,2.4484,43,11,4.8329,35200,0.6215,7,12,16,28.98106,0.8954347,256
273,1,156,0,3,48,7,1.1987,51,11,10.909,13579,0.7515,3,7,13,13.392,0.1812376,169
274,1,780,1,2,36,12,1.641,38,12,3.8864,10455,0.7515,7,7,1,9.17502,0.4953058,1
275,1,3120,0,0,41,12,1.7821,44,13,8.4574,32600,0.5515,7,3,7,27.03985,0.5777924,49
276,1,2040,0,0,41,14,2.9412,43,12,5,19150,0.6915,7,10,15,13.14995,1.078818,225
277,1,1610,0,3,36,12,4.9689,36,13,7.4212,24400,0.6615,12,17,10,16.40007,1.603199,100
278,1,215,0,3,37,12,1.8605,41,12,4.4938,21700,0.6915,10,7,2,21.29999,0.6208453,4
279,1,1120,0,0,38,12,8.0357,42,12,7.0252,26201,0.6215,7,3,19,17.20102,2.083894,361
280,1,846,0,2,43,14,3.9716,43,9,3.2788,11920,0.7515,3,3,25,8.560026,1.379169,625
281,1,3225,0,0,54,16,3.0416,59,17,1.2861,16300,0.7215,12,12,25,6.49084,1.112384,625
282,1,1376,0,1,38,12,2.907,41,12,5.5556,16500,0.7215,7,7,7,12.49997,1.067122,49
283,1,980,1,0,30,12,3.0612,34,16,7.4951,30000,0.5815,12,7,15,27.00002,1.118807,225
284,1,1838,0,0,49,12,4.8966,48,15,22.109,62500,0.4415,7,7,11,53.50005,1.588541,121
285,1,1494,0,1,45,13,4.0161,49,6,9.058,58500,0.4415,10,10,25,52.49995,1.390311,625
286,1,450,0,0,51,13,5.5556,57,14,11.538,40900,0.5215,7,7,19,38.39998,1.714806,361
287,1,1976,0,0,34,10,1.2227,39,7,6.0468,16308,0.6915,0,10,4,13.89194,0.2010615,16
288,1,2012,0,2,34,12,2.6839,34,10,1.3653,9300,0.7515,7,7,14,3.899993,0.987271,196
289,1,561,0,1,41,12,2.6738,41,17,16.55,35700,0.5515,10,9,19,34.2,0.9835007,361
290,1,1715,0,1,49,12,9.3294,49,17,8.7719,35700,0.64,9,9,18,19.70008,2.233171,324
291,1,1912,0,0,32,12,3.1381,46,14,9.6354,24500,0.6615,12,12,14,18.49995,1.143618,196
292,1,3686,0,0,32,14,0.5426,39,14,6.6788,13000,0.7215,12,12,11,10.99998,-0.6113829,121
293,1,1080,0,2,32,17,8.6111,35,15,7.5727,52600,0.4415,12,12,4,43.30001,2.153052,16
294,1,1799,0,0,47,10,3.6687,48,10,7.8125,25360,0.6615,3,7,29,18.76001,1.299837,841
295,1,1984,0,1,39,9,2.3185,47,4,1.9835,9400,0.7515,9,9,21,4.800096,0.8409204,441
296,1,1839,0,0,49,12,2.882,53,15,9.5238,26800,0.6215,12,12,24,21.5,1.058484,576
297,1,1579,0,3,37,12,3.1666,39,14,6.425,33040,0.6615,12,7,19,28.03994,1.152658,361
298,1,96,0,0,59,16,3.6458,60,15,10.984,26350,0.6215,14,12,31,26,1.293576,961
299,1,1920,0,0,50,12,6.25,56,12,12.766,39000,0.5215,7,7,28,27,1.832582,784
300,1,1688,0,1,32,17,10.249,33,17,9.5545,35100,0.61,12,12,15,17.79969,2.32718,225
301,1,1589,0,0,46,12,3.2096,48,16,5.4967,22502,0.6615,12,12,27,17.40195,1.166146,729
302,1,345,0,2,43,17,7.6522,46,17,9.7618,21950,0.6915,12,14,13,19.30999,2.034993,169
303,1,1521,0,3,37,11,1.9724,42,6,5,13000,0.7515,7,7,4,9.99998,0.6792511,16
304,1,1490,0,2,32,16,4.698,35,14,5.9995,18180,0.7215,12,14,10,11.17998,1.547137,100
305,1,989,0,1,39,11,2.1234,43,14,6.9149,20957,0.6915,10,10,8,18.85696,0.7530186,64
306,1,600,0,2,34,13,2.3333,35,12,4.9669,13700,0.7215,12,12,4,12.30002,0.8472836,16
307,1,2646,0,1,39,11,2.3896,41,8,2.3896,20000,0.6915,7,7,18,13.67712,0.871126,324
308,1,2149,0,3,45,8,1.2564,48,9,4.5122,12260,0.7515,7,7,3,9.559997,0.2282505,9
309,1,320,0,0,50,11,1.0938,54,11,9.2308,24850,0.6615,3,12,11,24.49998,0.0896578,121
310,1,1600,0,1,40,12,3.75,39,12,11.458,29150,0.5815,12,7,8,23.15,1.321756,64
311,1,2419,0,1,30,10,3.3072,34,12,7.6993,23591,0.6615,7,7,10,15.59088,1.196102,100
312,1,2005,0,0,57,17,5.1352,56,17,4.183,24717,0.6615,16,12,33,14.42092,1.636119,1089
313,1,1960,0,1,39,12,6.6327,43,12,8.3333,30455,0.6215,12,12,19,17.45491,1.892012,361
314,1,2147,0,0,53,12,4.5645,56,8,5.1042,19600,0.6915,12,12,35,9.800019,1.518309,1225
315,1,1207,0,1,48,17,11.848,53,17,8.2271,31875,0.64,7,12,21,17.57446,2.472159,441
316,1,2000,0,1,46,14,3.75,48,16,5.6634,24055,0.6615,14,14,7,16.555,1.321756,49
317,1,1260,0,0,47,12,4.3651,54,12,5.222,18795,0.7215,7,10,18,13.29497,1.473641,324
318,1,90,0,1,43,12,3.9333,47,10,7.19,12198,0.7515,7,7,4,11.844,1.369479,16
319,1,1800,0,0,47,12,3.3333,47,16,13.907,52645,0.4915,12,7,12,46.64506,1.203963,144
320,1,573,0,1,47,12,3.3159,48,12,6.0163,16600,0.7215,10,7,16,14.69999,1.198729,256
321,1,1825,0,0,47,12,3.5616,50,12,7.6782,32590,0.6215,7,7,14,26.09008,1.27021,196
322,1,75,0,0,46,12,1.6,48,12,5.3112,10020,0.7515,3,7,3,9.9,0.4700036,9
323,1,1348,0,4,34,9,2.2255,33,10,4.1228,12048,0.7515,7,7,1,9.048026,0.7999817,1
324,1,1880,0,0,48,10,4.7872,55,12,7.8125,39750,0.6215,7,7,27,30.75006,1.565946,729
325,1,1240,0,1,30,12,5.8065,31,12,4.6053,15700,0.7215,10,7,12,8.49994,1.758978,144
326,1,848,0,1,51,12,2.3585,54,12,3.9746,24250,0.6615,7,7,6,22.24999,0.8580258,36
327,1,150,0,5,52,12,2,54,16,15.063,43210,0.5215,7,12,9,42.91,0.6931472,81
328,1,2000,0,2,37,12,1.9,39,13,4.5064,37100,0.6215,12,12,2,33.3,0.6418539,4
329,1,1952,0,2,32,12,5.123,33,12,5.8824,23820,0.6615,12,7,6,13.8199,1.63374,36
330,1,1456,0,2,36,17,5.4945,35,15,10.228,31600,0.5815,12,14,9,23.60001,1.703748,81
331,1,1740,0,2,35,12,6.3218,37,14,6.5789,24000,0.6615,10,10,16,13.00007,1.844004,256
332,1,1400,0,0,45,17,7.1429,51,16,8.8145,30750,0.5815,14,12,22,20.74994,1.966119,484
333,1,2000,0,0,56,12,2.375,60,10,2.9528,11050,0.7515,7,7,26,6.3,0.8649974,676
334,1,1750,0,2,40,10,2.5429,45,4,4.5173,12239,0.7515,7,7,11,7.788925,0.9333052,121
335,1,1101,1,2,45,12,2.1798,49,14,5.1282,12870,0.7515,14,12,11,10.47004,0.7792332,121
336,1,2000,0,2,32,12,2.6,30,12,4.1451,17200,0.7215,10,7,15,12,0.9555114,225
337,1,1877,0,0,45,12,3.7294,50,8,8.7912,23980,0.6615,10,10,13,16.97992,1.316247,169
338,1,160,0,2,40,12,4.375,44,12,7.3061,18600,0.6915,7,12,6,17.9,1.475906,36
339,1,1886,0,1,38,12,4.4433,42,8,6.0069,23920,0.6915,7,10,20,15.53994,1.491397,400
340,1,1446,0,4,49,12,4.2877,45,12,8.3333,16084,0.7515,7,7,17,9.883986,1.45575,289
341,1,1500,0,1,47,16,1.6667,49,17,11.529,31100,0.5815,14,14,8,28.59995,0.5108456,64
342,1,860,0,0,52,13,3.2558,53,12,6.6667,20460,0.6615,7,7,13,17.66001,1.180438,169
343,1,1848,0,1,34,13,5.4113,40,16,8.6806,36000,0.5515,12,12,15,25.99992,1.688489,225
344,1,1678,0,2,44,12,2.205,46,12,3.468,17302,0.7215,14,12,14,13.60201,0.7907275,196
345,1,160,0,3,36,16,4.0625,42,16,3.0321,16450,0.7215,14,7,14,15.8,1.401799,196
346,1,108,0,0,50,17,0.6482,57,16,13.807,41170,0.5815,14,16,6,41.09999,-0.433556,36
347,1,1738,0,0,45,12,5.3826,47,12,6.2174,20130,0.6615,0,0,24,10.77504,1.683172,576
348,1,1170,0,2,44,14,0.1709,46,13,4.2308,9200,0.7515,16,12,10,9.000047,-1.766677,100
349,1,15,0,2,57,12,23.467,57,10,11.47,24751,0.6615,7,7,2,24.39899,3.155595,4
350,1,2088,0,0,35,17,9.5785,42,17,12.245,57300,0.5,12,17,9,37.30009,2.259521,81
351,1,2490,0,0,46,12,3.6948,52,12,9.2105,37200,0.5815,7,7,23,27.99995,1.306926,529
352,1,135,2,1,30,14,2.2222,35,16,6.3309,14000,0.7215,10,12,12,13.7,0.7984977,144
353,1,1944,0,3,42,12,1.749,44,12,7.8039,20610,0.6915,7,3,8,17.20994,0.5590442,64
354,1,690,0,1,34,12,1.1594,36,13,7.6754,14800,0.7215,10,7,16,14.00001,0.1479026,256
355,1,608,0,2,45,17,6.9901,47,16,15.582,40005,0.5515,10,14,10,35.75502,1.944495,100
356,1,63,1,2,35,16,3.9683,37,16,9.6436,23750,0.6615,14,7,7,23.5,1.378338,49
357,1,154,0,0,40,16,21.429,44,17,12.886,35300,0.5515,7,12,19,31.99993,3.064745,361
358,1,420,0,1,32,12,0.4762,35,16,6.5511,17350,0.6915,12,12,2,17.15,-0.7419173,4
359,1,651,0,0,54,9,2.1505,57,10,8.25,21650,0.6615,7,7,9,20.25002,0.7657004,81
360,1,675,0,3,38,12,1.8578,42,8,1.3792,6740,0.7915,7,7,14,5.485985,0.619393,196
361,1,1663,0,3,43,12,4.3295,42,12,5.2632,32275,0.6915,12,14,9,25.07504,1.465452,81
362,1,1680,0,0,54,16,8.9286,60,12,10.526,33220,0.72,14,7,16,18.21995,2.18926,256
363,1,180,0,3,39,14,2.7778,37,17,10,26500,0.6215,12,12,7,26,1.021659,49
364,1,1581,0,1,37,12,2.6565,39,14,12.548,38700,0.5215,7,12,6,34.50007,0.9770095,36
365,1,1200,0,2,46,12,2.5,48,8,4.6207,15400,0.7215,7,7,22,12.4,0.9162908,484
366,1,450,0,0,56,11,18.267,60,11,1.854,19007,0.6915,7,7,9,10.78685,2.905096,81
367,1,547,0,3,41,12,0.819,44,8,7.4266,16771,0.7215,12,7,9,16.32301,-0.1996712,81
368,1,300,0,1,45,16,2,48,16,13.298,31100,0.5815,16,7,14,30.5,0.6931472,196
369,1,975,0,1,44,17,15.385,47,16,26.578,66300,0.5,3,3,17,51.29963,2.733393,289
370,1,1621,0,1,50,17,6.4775,52,17,13.959,43550,0.4915,16,12,12,33.04997,1.868335,144
371,1,300,0,5,37,14,8.3333,38,14,13.126,37250,0.6215,7,7,13,34.75001,2.12026,169
372,1,1868,0,1,44,12,4.5503,46,12,7.8883,24900,0.6615,16,7,8,16.40004,1.515193,64
373,1,1803,0,2,32,14,2.4958,34,17,8.656,24200,0.6615,7,14,10,19.70007,0.9146093,100
374,1,2143,1,1,34,12,4.4797,40,12,3.4109,16200,0.7215,10,10,16,6.600003,1.499556,256
375,1,1080,0,2,32,10,2.2324,35,10,4.6256,11431,0.7515,10,10,1,9.020008,0.8030772,1
376,1,1352,0,3,37,12,2.071,38,14,4.2105,13200,0.7515,10,10,6,10.40001,0.7280316,36
377,1,537,0,1,44,13,1.676,55,8,4.2708,15420,0.7715,10,10,4,14.51999,0.51641,16
378,1,352,0,2,34,16,3.4091,33,12,3.3424,18400,0.6915,12,12,8,17.2,1.226448,64
379,1,200,1,3,33,12,2.5,33,16,8.6359,43500,0.4915,10,3,4,43,0.9162908,16
380,1,2045,0,3,43,7,3.9609,43,12,6.7581,21972,0.6915,7,7,15,13.87196,1.376471,225
381,1,1253,0,2,35,16,6.2275,33,10,0.5843,7774,0.7715,16,16,7,-0.0290575,1.828975,49
382,1,1960,0,1,43,14,3.9286,45,14,5.335,24470,0.6915,7,7,14,16.76994,1.368283,196
383,1,2000,0,0,34,12,2.9,37,12,4.7101,13600,0.7215,7,7,16,7.8,1.064711,256
384,1,1960,0,3,36,10,4.0816,39,7,4.9797,22500,0.7215,7,0,15,14.50006,1.406489,225
385,1,2000,0,2,41,12,2.85,41,12,2.9762,13600,0.7215,7,7,23,7.9,1.047319,529
386,1,1568,0,0,41,16,7.0153,44,17,12.744,90800,0.4415,7,7,19,79.80001,1.948093,361
387,1,1225,0,3,35,10,2.9388,43,9,3.8462,10776,0.7515,10,10,4,7.17597,1.078001,16
388,1,780,1,3,32,12,1.9231,37,10,7.2233,19007,0.7515,10,7,12,17.50698,0.6539385,144
389,1,480,0,0,30,14,6.875,34,14,8.8077,23900,0.6615,12,12,12,20.6,1.927892,144
390,1,1923,0,0,43,12,3.9002,47,12,5.3864,26060,0.6215,7,7,25,18.55992,1.361028,625
391,1,2000,0,0,54,6,2,57,6,3.6846,13300,0.7215,7,7,14,9.3,0.6931472,196
392,1,2110,0,2,35,15,4.9763,34,12,1.8437,15620,0.7215,7,7,14,5.120008,1.604687,196
393,1,1664,0,0,50,12,1.2019,54,13,1.3013,16500,0.7215,7,7,11,14.50004,0.1839036,121
394,1,48,1,1,34,17,22.5,36,17,7.2222,20880,0.6915,14,16,7,19.8,3.113515,49
395,1,1791,0,0,52,14,6.8677,57,12,7.3529,30600,0.6615,14,12,18,18.29995,1.926829,324
396,1,1404,0,3,35,13,3.5613,38,14,11.864,39000,0.6215,7,10,4,33.99994,1.270126,16
397,1,1920,0,0,55,6,1.9792,58,8,5.3327,15428,0.7215,7,7,37,11.62794,0.6826927,1369
398,1,2141,0,0,35,16,5.3713,42,16,5.5,23300,0.6615,7,7,13,11.80005,1.68107,169
399,1,1720,0,1,49,14,1.7442,45,16,7.2308,42100,0.5215,16,16,14,39.09998,0.556296,196
400,1,3533,2,2,38,15,5.0948,38,9,7,36430,0.64,12,7,17,18.43007,1.62822,289
401,1,2000,0,2,42,14,2.5,45,14,7.2137,26000,0.6915,7,7,5,21,0.9162908,25
402,1,800,0,1,48,8,3.825,52,5,4.5,62060,0.7515,7,7,2,59,1.341558,4
403,1,3000,0,0,51,14,1,53,16,8.8632,28300,0.6215,12,12,0,25.3,0,0
404,1,293,0,2,43,12,3.0717,47,12,9.3333,24149,0.6615,12,10,3,23.24899,1.122231,9
405,1,1872,0,1,43,12,1.7163,48,12,3.8263,28141,0.6615,12,10,21,24.92809,0.5401708,441
406,1,2058,0,1,38,12,4.0209,38,14,5.4448,23057,0.6615,10,10,20,14.78199,1.391506,400
407,1,1832,0,1,44,12,5.4585,48,9,8.7634,28900,0.6215,3,7,19,18.90003,1.697174,361
408,1,120,1,3,36,12,25,35,12,8.4,24000,0.6615,12,10,4,21,3.218876,16
409,1,1632,0,0,38,12,2.3897,31,12,5.102,13900,0.7215,12,12,19,10.00001,0.8711678,361
410,1,778,0,0,47,8,3.2134,51,8,7.4101,31810,0.6915,12,12,11,29.30997,1.16733,121
411,1,1984,0,2,34,12,3.377,49,10,5.3527,19840,0.6915,7,7,14,13.14003,1.216988,196
412,1,225,1,2,40,17,1.7778,38,17,19.562,25490,0.6615,16,17,8,25.08999,0.5753766,64
413,1,1960,0,1,31,12,3.1633,35,12,5.0783,20800,0.6915,12,12,13,14.59993,1.151616,169
414,1,444,0,0,46,12,2.7027,49,12,0.5128,2400,0.8015,10,16,24,1.200001,0.9942513,576
415,1,384,0,3,36,14,1.6927,43,17,5.402,32650,0.5815,10,10,1,32,0.5263249,1
416,1,1170,1,2,39,13,0.2137,47,12,7.8646,16370,0.7215,12,16,1,16.11997,-1.543182,1
417,1,1330,0,2,36,17,6.7669,38,12,6.0531,35500,0.5515,7,7,3,26.50002,1.912043,9
418,1,1350,0,4,37,8,1.7407,41,12,5,15100,0.7515,7,7,4,12.75006,0.5542873,16
419,1,480,0,4,39,12,2.5,40,11,7.6829,14100,0.7515,7,9,21,12.9,0.9162908,441
420,1,1984,1,3,36,11,4.4859,38,8,6.0386,19600,0.7215,7,3,10,10.69998,1.500939,100
421,1,1944,0,2,49,12,2.572,53,16,5.851,19434,0.7215,7,7,13,14.43403,0.9446838,169
422,1,50,1,1,45,12,3.46,46,10,6.7416,23882,0.7215,7,7,9,23.709,1.241269,81
423,1,460,2,0,32,17,4.7826,31,17,8.1081,17300,0.7215,7,7,14,15.1,1.564984,196
424,1,680,0,5,36,10,2.3118,43,12,5.3061,19772,0.7215,7,7,2,18.19998,0.8380265,4
425,1,2450,0,1,40,12,5.3061,40,8,7.2709,35641,0.6215,7,7,21,22.64106,1.668857,441
426,1,2144,0,2,43,13,5.8675,43,11,8.1776,34220,0.5815,7,7,22,21.64008,1.769429,484
427,1,1760,0,1,33,12,3.4091,34,12,7.1006,30000,0.5815,12,16,14,23.99998,1.226448,196
428,1,490,0,1,30,12,4.0816,33,11,6.5844,18000,0.6915,12,12,7,16.00002,1.406489,49
429,0,0,0,1,49,12,NA,54,15,7.8529,21025,0.6615,14,12,2,21.025,NA,4
430,0,0,2,0,30,16,NA,34,16,11.929,23600,0.6615,14,7,5,23.6,NA,25
431,0,0,1,0,30,12,NA,39,17,18,22800,0.6615,12,12,12,22.8,NA,144
432,0,0,0,4,41,12,NA,40,16,10.022,35910,0.5815,7,7,1,35.91,NA,1
433,0,0,0,1,45,12,NA,46,16,9.3333,21700,0.6615,7,7,12,21.7,NA,144
434,0,0,0,5,43,12,NA,44,13,6.085,21823,0.7515,7,7,4,21.823,NA,16
435,0,0,0,1,42,13,NA,46,15,5.7054,31000,0.6615,10,7,9,31,NA,81
436,0,0,0,0,60,12,NA,58,12,9.1185,15300,0.7215,7,7,9,15.3,NA,81
437,0,0,0,0,57,12,NA,57,12,7.2072,12925,0.7215,9,3,6,12.925,NA,36
438,0,0,0,2,38,10,NA,41,8,5.3146,15830,0.7515,12,7,5,15.83,NA,25
439,0,0,0,0,56,12,NA,58,12,8.2828,30200,0.6915,12,12,5,30.2,NA,25
440,0,0,0,3,32,12,NA,37,7,7.0578,16600,0.7215,10,7,8,16.6,NA,64
441,0,0,0,1,49,7,NA,58,6,6.1659,11000,0.7515,7,7,2,11,NA,4
442,0,0,0,0,55,12,NA,58,12,2.7,15000,0.7215,7,10,6,15,NA,36
443,0,0,1,1,36,9,NA,39,14,7.6628,20528,0.7215,7,7,0,20.528,NA,0
444,0,0,0,3,44,12,NA,50,12,1.8491,13126,0.7515,9,9,3,13.126,NA,9
445,0,0,0,1,44,10,NA,60,12,3.8462,15550,0.7215,7,14,7,15.55,NA,49
446,0,0,1,2,35,14,NA,34,17,9.0543,18010,0.7215,3,12,3,18.01,NA,9
447,0,0,2,3,44,14,NA,45,10,9.375,18874,0.7215,10,10,10,18.874,NA,100
448,0,0,0,1,45,12,NA,45,12,8.3333,24800,0.6615,12,12,3,24.8,NA,9
449,0,0,1,0,34,12,NA,38,12,9.3733,17500,0.6915,12,17,2,17.5,NA,4
450,0,0,2,0,30,17,NA,32,17,4.4818,16150,0.7215,12,12,12,16.15,NA,144
451,0,0,0,1,39,8,NA,44,12,5.3476,15189,0.7215,7,3,15,15.189,NA,225
452,0,0,0,2,36,12,NA,39,15,3.2027,6000,0.7815,7,7,5,6,NA,25
453,0,0,0,2,38,17,NA,42,16,12.801,37250,0.5515,10,12,4,37.25,NA,16
454,0,0,0,0,53,12,NA,54,16,6.9103,27760,0.6215,10,10,10,27.76,NA,100
455,0,0,0,2,36,12,NA,42,12,4.2293,9090,0.7715,7,7,1,9.09,NA,1
456,0,0,1,1,32,12,NA,31,12,4.4479,14500,0.7215,12,7,8,14.5,NA,64
457,0,0,0,3,51,9,NA,51,12,8.0523,19700,0.7215,7,7,20,19.7,NA,400
458,0,0,0,0,38,11,NA,46,11,7.5057,16788,0.6915,10,7,4,16.788,NA,16
459,0,0,2,0,33,12,NA,36,12,7.4747,18520,0.6915,10,10,7,18.52,NA,49
460,0,0,0,0,54,12,NA,53,12,6.3218,20950,0.6915,16,10,10,20.95,NA,100
461,0,0,0,3,38,9,NA,44,12,2.1354,7574,0.8015,7,3,3,7.574,NA,9
462,0,0,2,2,30,11,NA,31,14,4.2092,10027,0.7715,7,7,5,10.027,NA,25
463,0,0,2,3,34,12,NA,30,12,0.7595,5000,0.9415,12,12,10,5,NA,100
464,0,0,0,1,34,9,NA,37,13,4.8077,7040,0.7915,12,7,0,7.04,NA,0
465,0,0,0,2,50,12,NA,49,12,12.788,40800,0.5215,10,7,3,40.8,NA,9
466,0,0,2,0,30,17,NA,30,16,7.1429,16050,0.7215,12,12,10,16.05,NA,100
467,0,0,0,2,38,12,NA,42,16,15.152,33100,0.5815,10,7,2,33.1,NA,4
468,0,0,0,0,54,14,NA,58,14,7.9082,33856,0.7215,12,12,10,33.856,NA,100
469,0,0,1,2,30,12,NA,31,17,6.9728,20500,0.6915,12,12,4,20.5,NA,16
470,0,0,0,0,55,12,NA,56,11,4.9181,28600,0.5815,7,7,0,28.6,NA,0
471,0,0,0,1,51,10,NA,56,12,8.3112,18750,0.6915,10,10,10,18.75,NA,100
472,0,0,0,1,44,12,NA,46,12,7.1429,20300,0.7215,7,7,5,20.3,NA,25
473,0,0,0,0,53,12,NA,55,12,5.6889,13420,0.7215,7,7,0,13.42,NA,0
474,0,0,0,2,42,10,NA,49,9,7.0833,18400,0.7215,3,3,0,18.4,NA,0
475,0,0,0,2,38,12,NA,42,11,5.6922,16682,0.7215,10,7,19,16.682,NA,361
476,0,0,1,3,38,13,NA,40,12,11.4,32685,0.6215,7,7,2,32.685,NA,4
477,0,0,1,4,41,12,NA,41,11,1.4152,7050,0.8015,3,3,12,7.05,NA,144
478,0,0,0,3,35,8,NA,44,9,2.7507,10867,0.7815,12,7,5,10.867,NA,25
479,0,0,1,2,33,12,NA,34,12,6.6182,18220,0.7215,12,12,5,18.22,NA,25
480,0,0,0,0,48,13,NA,50,16,9.2725,26613,0.6915,7,7,5,26.613,NA,25
481,0,0,0,0,47,12,NA,51,12,12.287,25000,0.6215,12,10,10,25,NA,100
482,0,0,0,5,34,12,NA,41,13,2.8549,15700,0.7515,7,7,0,15.7,NA,0
483,0,0,2,1,33,13,NA,37,17,7.9709,40250,0.5215,12,10,4,40.25,NA,16
484,0,0,3,1,31,13,NA,36,17,19.444,73600,0.4415,12,16,3,73.6,NA,9
485,0,0,0,0,58,8,NA,58,8,1.4806,10592,0.7515,12,7,2,10.592,NA,4
486,0,0,0,0,49,12,NA,52,8,1.8918,8000,0.7515,7,7,1,8,NA,1
487,0,0,0,1,55,8,NA,56,9,6.9215,13400,0.7215,7,3,0,13.4,NA,0
488,0,0,0,0,44,14,NA,49,8,10.692,23700,0.6615,12,12,1,23.7,NA,1
489,0,0,0,0,44,9,NA,48,8,9.9474,18900,0.6915,7,7,1,18.9,NA,1
490,0,0,0,3,36,16,NA,37,17,19,48300,0.4615,7,12,6,48.3,NA,36
491,0,0,0,3,38,12,NA,46,14,7.4882,24470,0.6615,14,14,12,24.47,NA,144
492,0,0,0,3,37,16,NA,38,17,9.259,28630,0.6215,16,7,6,28.63,NA,36
493,0,0,0,0,47,12,NA,51,12,11.322,25320,0.6215,12,7,9,25.32,NA,81
494,0,0,0,3,47,12,NA,47,10,6.447,13530,0.7515,12,10,14,13.53,NA,196
495,0,0,1,1,32,12,NA,33,12,6.5778,14800,0.7215,7,7,13,14.8,NA,169
496,0,0,1,2,43,12,NA,46,12,6.1,17400,0.7515,12,7,8,17.4,NA,64
497,0,0,1,4,42,11,NA,48,10,4.2308,15980,0.7815,10,10,0,15.98,NA,0
498,0,0,0,0,56,12,NA,57,8,2.217,16576,0.7215,7,7,1,16.576,NA,1
499,0,0,0,5,38,13,NA,40,16,6.5189,21850,0.6915,12,7,3,21.85,NA,9
500,0,0,0,2,52,12,NA,51,11,6.4923,14600,0.7215,7,7,13,14.6,NA,169
501,0,0,0,0,50,12,NA,56,12,11.364,21600,0.6615,12,12,3,21.6,NA,9
502,0,0,0,0,33,16,NA,33,17,9.8765,24000,0.6615,12,12,8,24,NA,64
503,0,0,0,2,44,16,NA,44,17,7.6576,20883,0.6915,7,7,8,20.883,NA,64
504,0,0,0,1,41,12,NA,42,16,8.3017,19500,0.6915,7,7,18,19.5,NA,324
505,0,0,0,1,45,12,NA,45,12,14.114,42800,0.6215,14,12,2,42.8,NA,4
506,0,0,0,0,53,14,NA,55,16,16,41500,0.5215,7,7,3,41.5,NA,9
507,0,0,0,0,53,14,NA,56,17,11.291,18965,0.6915,12,12,5,18.965,NA,25
508,0,0,0,1,42,12,NA,46,12,2.3395,16100,0.7215,12,10,2,16.1,NA,4
509,0,0,2,0,32,13,NA,35,16,7.7994,14700,0.7215,12,17,10,14.7,NA,100
510,0,0,0,0,56,12,NA,53,12,6,18800,0.7215,7,7,30,18.8,NA,900
511,0,0,1,3,37,11,NA,40,11,6.6893,14750,0.7515,10,7,1,14.75,NA,1
512,0,0,1,2,40,12,NA,42,14,8.5366,21000,0.6915,12,7,5,21,NA,25
513,0,0,0,3,54,15,NA,55,16,13.83,35400,0.6215,0,7,8,35.4,NA,64
514,0,0,0,0,53,7,NA,53,9,1.48,10700,0.7515,7,7,0,10.7,NA,0
515,0,0,0,1,48,12,NA,51,12,8.5714,24500,0.6615,7,7,4,24.5,NA,16
516,0,0,1,2,36,12,NA,38,14,8.2299,17045,0.7215,7,7,2,17.045,NA,4
517,0,0,0,0,57,12,NA,52,14,8.3877,18800,0.6915,7,7,30,18.8,NA,900
518,0,0,0,0,51,12,NA,49,7,7.3651,14000,0.7215,10,7,25,14,NA,625
519,0,0,0,4,33,13,NA,37,12,3.4415,18214,0.7215,7,0,3,18.214,NA,9
520,0,0,0,0,52,12,NA,49,11,3.3537,20177,0.7515,7,7,20,20.177,NA,400
521,0,0,0,0,56,10,NA,60,8,2.9762,8300,0.7815,0,7,20,8.3,NA,400
522,0,0,1,2,36,12,NA,38,11,5.181,14200,0.7515,14,9,0,14.2,NA,0
523,0,0,1,0,36,14,NA,50,16,10.293,21768,0.6915,12,12,15,21.768,NA,225
